H10 Cerebro >>  ,,f,KW 3+ Relv,30187,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jungle Scout >>  ,,f,KW 3+ Relv,0,,,,,,,,,,,,Sellerise >>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Cerebro,,,Already on Target List:,FALSE,,,,,,,,,,ZonGuru >>  ,,ZonGuru,,,Already on Target List:,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brand Analytics >>  ,,,,,,,,,,,,,,,,,,Opp Explorer >>  ,,,,,,,,,Search Query Report >>  ,,,,,,,,,,,,,,,,,,,,,Custom List >>  ,,,,,,,,,,,,,Magnet >>  ,,,,,,,,,,,,,,,,Jungle Scout,,,Already on Target List:,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,🔎,,8,hydroberberine supplement,225,0,1,7,10,2,15,43,4,14,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔎,TRUE,superberine,43,246,"6,329",145,2.29,128,52.03,0,0,35,14.23,0,0,12,4.88,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,🔎,,8,dehydro berberine,50,0,1,4,6,8,7,51,3,15,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔎,TRUE,"dr. westin childs berberine 500 dihydroberberine, alpha lipoic acid",61,75,"2,616",36,1.38,61,81.33,1,1.64,19,25.33,0,0,7,9.33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,🔎,,8,berberine dihydros,0,0,1,6,8,10,13,32,5,15,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔎,TRUE,fenugreek for diabetes,5,20,596,14,2.35,7,35,1,14.29,1,5,1,100,1,5,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,🔎,,9,hydro berberine supplement,71,0,1,8,9,6,28,22,4,15,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔎,TRUE,bitter melon,18,"16,792","412,266",48,0.01,"8,056",47.98,1,0.01,"3,569",21.25,1,0.03,1381,8.22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,🔎,,9,gratitude health dihydroberberine,393,0,1,7,13,5,21,22,4,18,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔎,TRUE,dihydro berberine,52,324,"10,091",95,0.94,214,66.05,0,0,80,24.69,0,0,33,10.19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,🔎,,9,dihydroberberine magnesium,217,0,4,11,15,2,18,23,8,19,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔎,TRUE,fenugreek supplements for men,17,"2,581","74,596",56,0.08,"1,348",52.23,1,0.07,589,22.82,1,0.17,271,10.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,🔎,,8,dihtdro berberine,0,0,2,11,7,5,10,60,1,8,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔎,TRUE,glucovantage berberine,58,161,"4,047",80,1.98,98,60.87,0,0,22,13.66,0,0,8,4.97,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,🔎,,8,dehydraberberine,0,0,2,4,3,18,8,46,9,10,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔎,TRUE,gratitude health glucovantage dihydroberberine,21,28,653,17,2.6,6,21.43,1,16.67,5,17.86,1,20,1,3.57,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,🔎,,9,superberine,302,0,14,22,3,18,4,9,7,17,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔎,TRUE,best dihydroberberine supplement,55,150,"5,789",51,0.88,87,58,1,1.15,18,12,0,0,4,2.67,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,🔎,,8,dihydroxy berberine,27,0,1,2,5,6,9,61,3,14,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔎,TRUE,fenugreek capsules for diabetes,3,41,"1,333",29,2.18,28,68.29,2,7.14,8,19.51,1,12.5,3,7.32,1,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,🔎,,8,dihydroberberine supplement with magnesium,0,0,7,9,15,3,20,33,4,16,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔎,TRUE,dihydroberberine sr,75,87,"2,802",19,0.68,46,52.87,1,2.17,12,13.79,0,0,3,3.45,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,🔎,,8,dihydroberberine 500mg,527,0,7,6,13,8,11,40,4,22,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔎,TRUE,glucoven natural blood sugar support,13,"2,511","79,720",561,0.7,"1,676",66.75,2,0.12,671,26.72,0,0,330,13.14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,🔎,,9,dihydroberberine with magnesium,0,0,5,13,14,3,20,30,10,15,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔎,TRUE,dihydroberberina,51,77,"2,869",23,0.8,58,75.32,2,3.45,18,23.38,0,0,1,1.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,🔎,,9,nutricost dihydroberberine,141,0,8,4,18,7,27,29,1,20,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔎,TRUE,glucoberry for diabetics,81,680,"14,175",15,0.11,200,29.41,1,0.5,30,4.41,0,0,4,0.59,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,🔎,,9,dihydroberberine and magnesium supplement,0,0,8,11,14,4,24,30,9,16,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔎,TRUE,dihydroberberine supplement,2,"7,898","208,316","1,947",0.93,"4,779",60.51,28,0.59,"1,571",19.89,8,0.51,458,5.8,2,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,🔎,,8,berberine ursodeoxycholate htd1801,135,0,14,-,3,21,19,4,17,15,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔎,TRUE,dihydroberberine 500 mg dose,27,1,33,1,3.03,1,100,1,100,1,100,1,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,🔎,,8,dihydroberberine now,217,0,2,7,4,9,14,62,3,19,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔎,TRUE,dihydroberberine supplement vegan,73,30,"1,531",20,1.31,34,113.33,1,2.94,2,6.67,0,0,1,3.33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,🔎,,8,glucovantage dihydroberberine,447,0,2,26,1,6,15,40,3,7,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔎,TRUE,dihydroberberine max,28,2,41,1,2.44,1,50,1,100,1,50,1,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,🔎,,7,dihydroxyberberine,84,0,4,15,6,3,13,37,5,11,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔎,TRUE,dihydroberberine 400mg,78,34,"1,138",17,1.49,28,82.35,1,3.57,5,14.71,0,0,3,8.82,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,🔎,,8,dihydroberberine 400mg,0,0,6,12,8,2,10,59,3,18,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔎,TRUE,dihydroberberine supplement 200 mg,68,51,"1,520",26,1.71,29,56.86,1,3.45,8,15.69,0,0,4,7.84,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,🔎,,7,berberine 5x - dihydroberberine,14,0,3,11,2,8,14,38,20,39,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔎,TRUE,heal meal dihydroberberine,100,136,"3,350",45,1.34,37,27.21,0,0,10,7.35,0,0,6,4.41,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,🔎,,8,dihydro berberine,380,0,1,7,8,5,21,68,2,11,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔎,TRUE,best berberine for weight loss,86,"3,091","88,375",50,0.06,"1,300",42.06,0,0,323,10.45,0,0,83,2.69,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,🔎,,8,dihydroberberine supplement,2244,0,1,9,17,5,13,52,4,16,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔎,TRUE,dihydroberberine with celine cinnamon￼,88,13,261,12,4.6,6,46.15,1,16.67,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,🔎,,8,dihydroberberberine,0,0,1,7,9,4,21,65,2,13,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔎,TRUE,glucoven,50,"3,916","126,670",67,0.05,"2,464",62.92,1,0.04,861,21.99,0,0,397,10.14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,🔎,,8,dihidroberberine,0,0,2,8,9,4,23,67,1,13,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔎,TRUE,"berberine with ceylon cinnamon, chromium babana",26,11,218,1,0.46,13,118.18,1,7.69,2,18.18,1,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,🔎,,8,dehydroberberine,106,0,2,8,9,4,23,67,1,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔎,TRUE,dihydroberberine gummies,49,210,"5,008",42,0.84,122,58.1,2,1.64,27,12.86,0,0,4,1.9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,🔎,,7,hidroberberina,318,0,1,7,-,3,11,16,2,-,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔎,TRUE,benfotiamine,63,"26,489","772,763",69,0.01,"16,628",62.77,0,0,6483,24.47,0,0,2862,10.8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,🔎,,6,berberine 5x north century pharmacy,13,0,6,8,3,-,28,10,-,-,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔎,TRUE,endurance dihydroberberine,90,34,894,11,1.23,23,67.65,1,4.35,11,32.35,0,0,3,8.82,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,🔎,,7,double wood dihydroberberine,80,0,1,13,14,9,20,-,8,-,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔎,TRUE,grateful health dihydroberberine,6,2,118,4,3.39,2,100,1,50,1,50,1,100,1,50,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,🔎,,7,5x berberine,24,0,3,16,4,26,23,10,-,-,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔎,TRUE,dihydro-berberine,72,46,"1,537",20,1.3,37,80.43,1,2.7,10,21.74,0,0,3,6.52,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,🔎,,6,berberine super botanic,208,0,2,16,1,-,7,19,-,-,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔎,TRUE,glucogold advanced,35,"1,576","39,351",177,0.45,672,42.64,1,0.15,199,12.63,0,0,51,3.24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,🔎,,6,berberine 5x,123,0,3,17,4,40,25,9,-,-,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔎,TRUE,sugarmd,82,185,"5,853",52,0.89,88,47.57,0,0,38,20.54,0,0,14,7.57,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,🔎,,6,bright naturals glucobalance pro,17,0,8,22,13,6,22,-,-,20,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔎,TRUE,"berberine, alpha lion acid, chromium, cinnamon, bitter melon",95,10,202,8,3.96,17,170,1,5.88,1,10,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,🔎,,8,dihydroberberine supplement gummies,0,0,5,10,19,8,21,-,16,27,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔎,TRUE,dihydroberberine chromium,16,61,"1,488",49,3.29,48,78.69,2,4.17,10,16.39,1,10,2,3.28,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,🔎,,9,dihydroberberine and magnesium,224,0,5,14,26,2,22,28,10,19,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔎,TRUE,dihydroberberine magnesium,36,176,"4,018",130,3.24,96,54.55,2,2.08,29,16.48,0,0,2,1.14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,🔎,,7,dihydroberberine with cinnamon,0,0,15,3,27,1,6,-,29,55,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔎,TRUE,gratitudehealth glucovantage,30,1,13,1,7.69,1,100,1,100,1,100,1,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,🔎,,8,dihydrobeberin,0,0,2,8,11,5,22,82,1,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔎,TRUE,glucogold,33,"1,350","36,563",168,0.46,789,58.44,2,0.25,207,15.33,0,0,68,5.04,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,🔎,,8,super burberine,21,0,10,30,3,18,1,22,61,20,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔎,TRUE,glucovantage dihydroberberine,7,"1,130","33,359",575,1.72,618,54.69,4,0.65,145,12.83,1,0.69,44,3.89,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,🔎,,6,glucovantage,468,0,2,44,1,6,15,59,3,5,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔎,TRUE,berberine dihydroberberine,57,599,"17,359",87,0.5,325,54.26,0,0,101,16.86,0,0,38,6.34,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,🔎,,8,super berberine,525,0,8,25,2,17,1,18,78,20,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔎,TRUE,"burnt berberine, pink salt, quercetin, mountain root",31,"6,374","171,275",216,0.13,"2,624",41.17,1,0.04,681,10.68,0,0,111,1.74,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,🔎,,6,dehydro berberine supplement 1500 mg,0,0,1,12,5,7,34,16,45,62,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔎,TRUE,dihydroberberine and magnesium,66,183,"4,127",66,1.6,95,51.91,0,0,32,17.49,0,0,3,1.64,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,🔎,,8,dihydroberberine,7962,0,1,8,12,4,24,113,2,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔎,TRUE,"dihydroberberine with ceylon cinnamon, chromium and ala",24,4,240,4,1.67,3,75,1,33.33,1,25,1,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,🔎,,5,gratitude health supplements,459,0,2,33,43,7,42,18,9,-,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔎,TRUE,berbavis,4,74,695,28,4.03,35,47.3,1,2.86,18,24.32,1,5.56,7,9.46,1,14.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,🔎,,8,dihydroberberine chromium,0,0,9,16,18,5,25,145,8,28,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔎,TRUE,super berberine,14,"1,250","43,215",478,1.11,456,36.48,3,0.66,158,12.64,0,0,75,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,🔎,,6,berberine 5x supplement,0,0,1,14,4,26,16,31,156,-,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔎,TRUE,berberine,45,"503,166","12,730,940",103,0,"282,335",56.11,1,0,112020,22.26,0,0,42840,8.51,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,🔎,,5,super botanic berberine advanced,296,0,1,26,2,-,11,7,-,-,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔎,TRUE,super berberine with ceylon cinnamon,15,92,"2,824",62,2.2,32,34.78,2,6.25,17,18.48,1,5.88,5,5.43,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,🔎,,5,glucobalance pro,349,0,7,-,29,4,22,-,-,21,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔎,TRUE,berberine weight loss,40,"86,222","2,005,125",129,0.01,"47,083",54.61,1,0,16974,19.69,0,0,5171,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,🔎,,4,sugarmd,84,0,22,-,17,12,1,-,-,38,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔎,TRUE,dihydroberberine with ceylon cinnamon,9,906,"25,613",402,1.57,540,59.6,5,0.93,148,16.34,1,0.68,51,5.63,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,🔎,,6,super berine,276,0,18,69,8,-,6,7,-,19,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔎,TRUE,dihydroberberine vs berberine,79,70,"3,495",53,1.52,26,37.14,0,0,7,10,0,0,2,2.86,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,🔎,,6,5x berberine 450mg black forest,165,0,7,151,6,12,25,9,-,-,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔎,TRUE,gluco gold advanced with berberine,67,"1,596","41,038",65,0.16,847,53.07,0,0,262,16.42,0,0,80,5.01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,🔎,,4,dhb,293,0,2,5,3,-,-,-,1,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔎,TRUE,dihydroberberine clovinol and ceylon cinnamon,83,55,"1,709",51,2.98,32,58.18,0,0,9,16.36,0,0,3,5.45,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,🔎,,4,glycoberberine mx,209,0,-,-,3,4,5,-,2,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🔎,TRUE,berberine with ceylon cinnamon,39,"43,321","1,078,826",108,0.01,"23,345",53.89,2,0.01,9457,21.83,0,0,3428,7.91,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
